Date,Canton,Blood_Type,Blood_in_Liter,Demand_in_Liter
2023-05-28,AG,B-,38.75,22.57
2023-05-28,AG,AB+,31.42,19.01
2023-05-28,AG,AB-,19.9,15.1
2023-05-28,AG,0+,4.35,13.39
2023-05-28,AG,0-,8.59,23.85
2023-05-28,TG,A+,17.71,12.73
2023-05-28,TG,A-,10.3,7.65
2023-05-28,TG,B+,6.96,5.62
2023-05-28,TG,B-,9.47,4.76
2023-05-28,TG,AB+,20.48,12.28
2023-05-28,TG,AB-,12.2,6.31
2023-05-28,TG,0+,7.62,5.49
2023-05-28,TG,0-,12.91,8.5
2023-05-28,TI,A+,25.12,16.24
2023-05-28,TI,A-,15.43,14.34
2023-05-28,TI,B+,25.08,15.33
2023-05-28,TI,B-,7.44,7.06
2023-05-28,TI,AB+,7.69,6.08
2023-05-28,TI,AB-,25.52,16.42
2023-05-28,TI,0+,28.9,17.9
2023-05-28,TI,0-,9.66,9.87
2023-05-28,VD,A+,48.38,28.93
2023-05-28,VD,A-,22.42,18.18
2023-05-28,VD,B+,15.63,14.93
2023-05-28,VD,B-,31.82,23.12
2023-05-28,VD,AB+,7.2,27.86
2023-05-28,VD,AB-,25.67,22.3
2023-05-28,VD,0+,44.23,29.64
2023-05-28,VD,0-,38.95,29.7
2023-05-28,VS,A+,20.28,17.49
2023-05-28,VS,A-,3.56,10.71
2023-05-28,VS,B+,7.49,17.97
2023-05-28,VS,B-,2.77,7.79
2023-05-28,VS,AB+,6.09,13.42
2023-05-28,VS,AB-,18.21,11.84
2023-05-28,VS,0+,12.21,9.76
2023-05-28,VS,0-,15.76,10.03
2023-05-28,NE,A+,6.35,3.42
2023-05-28,NE,A-,13.42,7.52
2023-05-28,NE,B+,12.08,7.82
2023-05-28,NE,B-,17.61,8.87
2023-05-28,NE,AB+,12.37,7.68
2023-05-28,NE,AB-,5.04,4.66
2023-05-28,NE,0+,5.81,4.49
2023-05-28,NE,0-,6.56,5.91
2023-05-28,GE,A+,6.99,18.45
2023-05-28,GE,A-,43.12,21.83
2023-05-28,GE,B+,30.62,18.42
2023-05-28,GE,B-,8.33,17.31
2023-05-28,GE,AB+,6.33,23.82
2023-05-28,GE,AB-,18.22,13.28
2023-05-28,GE,0+,38.48,19.96
2023-05-28,GE,0-,39.97,23.03
2023-05-28,JU,A+,9.78,5.61
2023-05-28,JU,A-,3.72,2.6
2023-05-28,JU,B+,6.46,4.5
2023-05-28,JU,B-,9.32,5.42
2023-05-28,JU,AB+,2.43,5.97
2023-05-28,JU,AB-,3.81,2.3
2023-05-28,JU,0+,5.26,4.61
2023-05-28,JU,0-,9.74,4.96
2023-06-04,ZH,A+,21.11,18.26
2023-06-04,ZH,A-,43.6,29.97
2023-06-04,ZH,B+,48.95,36.41
2023-06-04,ZH,B-,20.57,38.04
2023-06-04,ZH,AB+,26.3,19.51
2023-06-04,ZH,AB-,42.32,26.77
2023-06-04,ZH,0+,15.09,15.23
2023-06-04,ZH,0-,73.42,38.02
2023-06-04,BE,A+,33.72,25.09
2023-06-04,BE,A-,29.21,14.87
2023-06-04,BE,B+,26.56,25.02
2023-06-04,BE,B-,17.42,11.81
2023-06-04,BE,AB+,20.9,12.02
2023-06-04,BE,AB-,19.89,10.06
2023-06-04,BE,0+,19.49,17.71
2023-06-04,BE,0-,7.24,18.85
2023-06-04,LU,A+,66.82,13.54
2023-06-04,LU,A-,40.12,8.88
2023-06-04,LU,B+,80.93,21.11
2023-06-04,LU,B-,35.43,11.17
2023-06-04,LU,AB+,13.35,12.4
2023-06-04,LU,AB-,71.15,13.38
2023-06-04,LU,0+,100.55,17.75
2023-06-04,LU,0-,57.08,13.82
2023-06-04,UR,A+,3.2,9.62
2023-06-04,UR,A-,7.05,4.55
2023-06-04,UR,B+,13.69,7.75
2023-06-04,UR,B-,7.7,5.07
2023-06-04,UR,AB+,9.3,7.35
2023-06-04,UR,AB-,2.97,10.13
2023-06-04,UR,0+,13.73,8.7
2023-06-04,UR,0-,10.92,6.85
2023-06-04,SZ,A+,22.03,6.82
2023-06-04,SZ,A-,4.64,5.71
2023-06-04,SZ,B+,41.59,11.25
2023-06-04,SZ,B-,26.11,11.03
2023-06-04,SZ,AB+,31.78,10.18
2023-06-04,SZ,AB-,58.91,13.13
2023-06-04,SZ,0+,44.32,9.74
2023-06-04,SZ,0-,38.72,12.72
2023-06-04,OW,A+,4.24,3.34
2023-06-04,OW,A-,5.48,2.98
2023-06-04,OW,B+,1.05,3.65
2023-06-04,OW,B-,5.66,4.39
2023-06-04,OW,AB+,3.6,3.05
2023-06-04,OW,AB-,3.63,2.82
2023-06-04,OW,0+,2.92,2.38
2023-06-04,OW,0-,5.07,3.82
2023-06-04,NW,A+,3.17,2.41
2023-06-04,NW,A-,7.2,5.09
2023-06-04,NW,B+,5.25,4.54
2023-06-04,NW,B-,9.74,5.82
2023-06-04,NW,AB+,3.41,2.41
2023-06-04,NW,AB-,3.93,3.75
2023-06-04,NW,0+,1.78,3.4
2023-06-04,NW,0-,6.54,4.43
2023-06-04,GL,A+,7.41,5.05
2023-06-04,GL,A-,9.49,5.97
2023-06-04,GL,B+,2.16,4.21
2023-06-04,GL,B-,10.73,5.69
2023-06-04,GL,AB+,7.86,5.8
2023-06-04,GL,AB-,5.29,3.39
2023-06-04,GL,0+,5.57,3.28
2023-06-04,GL,0-,5.42,3.18
2023-06-04,ZG,A+,15.64,7.96
2023-06-04,ZG,A-,4.6,8.56
2023-06-04,ZG,B+,3.45,3.1
2023-06-04,ZG,B-,5.04,3.33
2023-06-04,ZG,AB+,10.37,8.66
2023-06-04,ZG,AB-,1.02,3.38
2023-06-04,ZG,0+,15.97,8.68
2023-06-04,ZG,0-,9.74,7.18
2023-06-04,FR,A+,10.5,6.59
2023-06-04,FR,A-,12.71,6.74
2023-06-04,FR,B+,7.96,6.22
2023-06-04,FR,B-,9.89,6.56
2023-06-04,FR,AB+,17.55,9.01
2023-06-04,FR,AB-,4.55,7.1
2023-06-04,FR,0+,20.97,11.73
2023-06-04,FR,0-,20.59,10.31
2023-06-04,SO,A+,23.56,13.66
2023-06-04,SO,A-,11.62,11.07
2023-06-04,SO,B+,19.29,13.33
2023-06-04,SO,B-,11.8,11.74
2023-06-04,SO,AB+,25.97,15.0
2023-06-04,SO,AB-,18.68,15.08
2023-06-04,SO,0+,15.34,11.03
2023-06-04,SO,0-,8.68,6.06
2023-06-04,BS,A+,14.97,11.29
2023-06-04,BS,A-,17.65,10.7
2023-06-04,BS,B+,7.7,7.42
2023-06-04,BS,B-,2.82,6.8
2023-06-04,BS,AB+,5.93,5.69
2023-06-04,BS,AB-,18.21,13.05
2023-06-04,BS,0+,22.19,12.6
2023-06-04,BS,0-,8.0,5.96
2023-06-04,BL,A+,16.05,12.19
2023-06-04,BL,A-,15.79,12.14
2023-06-04,BL,B+,23.43,17.63
2023-06-04,BL,B-,27.59,17.84
2023-06-04,BL,AB+,34.9,18.86
2023-06-04,BL,AB-,35.99,19.95
2023-06-04,BL,0+,2.5,9.84
2023-06-04,BL,0-,29.73,17.39
2023-06-04,SH,A+,2.01,5.07
2023-06-04,SH,A-,7.62,5.77
2023-06-04,SH,B+,5.58,5.31
2023-06-04,SH,B-,10.31,5.5
2023-06-04,SH,AB+,12.5,8.62
2023-06-04,SH,AB-,3.01,7.66
2023-06-04,SH,0+,4.34,4.01
2023-06-04,SH,0-,11.45,7.55
2023-06-04,AR,A+,0.92,3.31
2023-06-04,AR,A-,4.82,3.25
2023-06-04,AR,B+,4.22,2.84
2023-06-04,AR,B-,4.61,2.97
2023-06-04,AR,AB+,9.82,6.01
2023-06-04,AR,AB-,9.1,4.83
2023-06-04,AR,0+,4.5,3.65
2023-06-04,AR,0-,6.33,5.37
2023-06-04,AI,A+,0.98,2.11
2023-06-04,AI,A-,1.73,1.03
2023-06-04,AI,B+,1.74,1.79
2023-06-04,AI,B-,0.56,1.99
2023-06-04,AI,AB+,2.92,2.14
2023-06-04,AI,AB-,4.09,2.74
2023-06-04,AI,0+,1.64,1.05
2023-06-04,AI,0-,2.7,2.8
2023-06-04,SG,A+,20.07,11.28
2023-06-04,SG,A-,21.07,12.28
2023-06-04,SG,B+,14.7,24.23
2023-06-04,SG,B-,18.85,12.04
2023-06-04,SG,AB+,16.77,12.95
2023-06-04,SG,AB-,25.11,18.06
2023-06-04,SG,0+,22.68,14.35
2023-06-04,SG,0-,20.97,14.4
2023-06-04,GR,A+,8.4,6.95
2023-06-04,GR,A-,15.19,12.93
2023-06-04,GR,B+,17.53,13.96
2023-06-04,GR,B-,7.58,7.42
2023-06-04,GR,AB+,18.56,12.6
2023-06-04,GR,AB-,16.17,11.43
2023-06-04,GR,0+,22.42,16.13
2023-06-04,GR,0-,13.59,10.0
2023-06-04,AG,A+,5.32,20.64
2023-06-04,AG,A-,12.46,10.28
2023-06-04,AG,B+,23.41,19.03
2023-06-04,AG,B-,23.11,12.12
2023-06-04,AG,AB+,10.42,19.44
2023-06-04,AG,AB-,39.78,21.74
2023-06-04,AG,0+,13.52,10.81
2023-06-04,AG,0-,27.39,15.39
2023-06-04,TG,A+,6.6,4.72
2023-06-04,TG,A-,16.61,11.77
2023-06-04,TG,B+,4.63,13.42
2023-06-04,TG,B-,3.44,10.02
2023-06-04,TG,AB+,16.9,8.8
2023-06-04,TG,AB-,6.95,7.14
2023-06-04,TG,0+,7.54,5.9
2023-06-04,TG,0-,11.72,9.17
2023-06-04,TI,A+,13.75,10.35
2023-06-04,TI,A-,10.18,7.32
2023-06-04,TI,B+,3.95,10.29
2023-06-04,TI,B-,5.42,15.0
2023-06-04,TI,AB+,6.37,16.18
2023-06-04,TI,AB-,15.79,16.35
2023-06-04,TI,0+,5.11,12.42
2023-06-04,TI,0-,3.87,10.31
2023-06-04,VD,A+,42.66,32.6
2023-06-04,VD,A-,30.06,20.2
2023-06-04,VD,B+,66.9,34.24
2023-06-04,VD,B-,24.48,12.98
2023-06-04,VD,AB+,40.17,28.69
2023-06-04,VD,AB-,28.3,19.56
2023-06-04,VD,0+,42.04,30.93
2023-06-04,VD,0-,31.0,28.55
2023-06-04,VS,A+,23.92,13.74
2023-06-04,VS,A-,21.93,12.78
2023-06-04,VS,B+,42.72,22.21
2023-06-04,VS,B-,23.8,14.92
2023-06-04,VS,AB+,25.4,17.68
2023-06-04,VS,AB-,43.62,22.49
2023-06-04,VS,0+,14.89,13.78
2023-06-04,VS,0-,19.75,11.62
2023-06-04,NE,A+,7.76,5.67
2023-06-04,NE,A-,5.88,5.16
2023-06-04,NE,B+,15.62,8.06
2023-06-04,NE,B-,5.24,5.32
2023-06-04,NE,AB+,14.36,7.96
2023-06-04,NE,AB-,15.1,8.31
2023-06-04,NE,0+,9.93,4.97
2023-06-04,NE,0-,1.85,6.47
2023-06-04,GE,A+,20.8,16.58
2023-06-04,GE,A-,19.25,16.4
2023-06-04,GE,B+,27.27,22.53
2023-06-04,GE,B-,18.24,14.3
2023-06-04,GE,AB+,4.92,15.04
2023-06-04,GE,AB-,28.34,14.57
2023-06-04,GE,0+,35.9,22.42
2023-06-04,GE,0-,30.14,17.1
2023-06-04,JU,A+,7.12,4.2
2023-06-04,JU,A-,4.26,3.47
2023-06-04,JU,B+,8.24,5.28
2023-06-04,JU,B-,4.73,2.72
2023-06-04,JU,AB+,10.61,5.47
2023-06-04,JU,AB-,8.4,5.07
2023-06-04,JU,0+,10.21,5.22
2023-06-04,JU,0-,2.11,3.41
2023-06-11,ZH,A+,49.48,29.32
2023-06-11,ZH,A-,47.76,33.04
2023-06-11,ZH,B+,40.22,21.54
2023-06-11,ZH,B-,30.37,30.38
2023-06-11,ZH,AB+,7.47,23.5
2023-06-11,ZH,AB-,22.75,20.0
2023-06-11,ZH,0+,51.82,26.12
2023-06-11,ZH,0-,57.89,30.5
2023-06-11,BE,A+,32.61,17.32
2023-06-11,BE,A-,27.0,17.97
2023-06-11,BE,B+,4.2,11.39
2023-06-11,BE,B-,20.26,14.56
2023-06-11,BE,AB+,34.98,17.54
2023-06-11,BE,AB-,36.05,18.53
2023-06-11,BE,0+,40.97,21.55
2023-06-11,BE,0-,35.6,22.39
2023-06-11,LU,A+,17.24,11.88
2023-06-11,LU,A-,34.61,19.31
2023-06-11,LU,B+,17.99,12.91
2023-06-11,LU,B-,17.12,10.25
2023-06-11,LU,AB+,11.96,8.64
2023-06-11,LU,AB-,16.31,12.12
2023-06-11,LU,0+,22.42,18.32
2023-06-11,LU,0-,23.79,22.27
2023-06-11,UR,A+,6.67,4.46
2023-06-11,UR,A-,13.02,10.38
2023-06-11,UR,B+,7.78,4.12
2023-06-11,UR,B-,5.38,3.83
2023-06-11,UR,AB+,14.38,9.36
2023-06-11,UR,AB-,3.63,9.46
2023-06-11,UR,0+,6.91,5.43
2023-06-11,UR,0-,10.54,6.91
2023-06-11,SZ,A+,7.13,5.61
2023-06-11,SZ,A-,11.62,11.63
2023-06-11,SZ,B+,11.75,8.53
2023-06-11,SZ,B-,4.34,8.56
2023-06-11,SZ,AB+,14.95,7.6
2023-06-11,SZ,AB-,2.28,6.04
2023-06-11,SZ,0+,13.89,7.55
2023-06-11,SZ,0-,17.07,11.29
2023-06-11,OW,A+,1.26,4.23
2023-06-11,OW,A-,5.21,3.29
2023-06-11,OW,B+,6.74,4.37
2023-06-11,OW,B-,5.37,3.38
2023-06-11,OW,AB+,1.31,3.4
2023-06-11,OW,AB-,7.79,4.08
2023-06-11,OW,0+,3.82,2.18
2023-06-11,OW,0-,4.29,2.59
2023-06-11,NW,A+,1.12,3.6
2023-06-11,NW,A-,6.64,5.04
2023-06-11,NW,B+,4.72,4.06
2023-06-11,NW,B-,3.38,2.43
2023-06-11,NW,AB+,7.15,4.89
2023-06-11,NW,AB-,8.72,5.89
2023-06-11,NW,0+,5.63,4.4
2023-06-11,NW,0-,4.97,3.78
2023-06-11,GL,A+,6.12,3.1
2023-06-11,GL,A-,9.32,5.86
2023-06-11,GL,B+,3.97,2.9
2023-06-11,GL,B-,1.88,5.39
2023-06-11,GL,AB+,5.57,5.1
2023-06-11,GL,AB-,5.93,2.97
2023-06-11,GL,0+,4.09,2.25
2023-06-11,GL,0-,4.97,3.19
2023-06-11,ZG,A+,5.3,4.85
2023-06-11,ZG,A-,8.6,5.87
2023-06-11,ZG,B+,8.98,4.97
2023-06-11,ZG,B-,2.96,7.66
2023-06-11,ZG,AB+,6.08,3.71
2023-06-11,ZG,AB-,4.51,4.69
2023-06-11,ZG,0+,7.22,4.1
2023-06-11,ZG,0-,7.39,4.56
2023-06-11,FR,A+,14.64,9.48
2023-06-11,FR,A-,15.4,9.56
2023-06-11,FR,B+,12.4,11.09
2023-06-11,FR,B-,16.64,9.64
2023-06-11,FR,AB+,9.41,7.12
2023-06-11,FR,AB-,14.94,8.38
2023-06-11,FR,0+,6.63,4.97
2023-06-11,FR,0-,9.05,4.83
2023-06-11,SO,A+,20.86,16.57
2023-06-11,SO,A-,24.49,15.08
2023-06-11,SO,B+,25.46,17.12
2023-06-11,SO,B-,21.72,12.87
2023-06-11,SO,AB+,19.21,12.92
2023-06-11,SO,AB-,22.93,17.27
2023-06-11,SO,0+,13.91,13.09
2023-06-11,SO,0-,2.82,7.87
2023-06-11,BS,A+,8.64,8.68
2023-06-11,BS,A-,20.14,11.72
2023-06-11,BS,B+,23.47,14.68
2023-06-11,BS,B-,26.99,14.99
2023-06-11,BS,AB+,21.13,14.51
2023-06-11,BS,AB-,4.72,13.27
2023-06-11,BS,0+,8.25,8.02
2023-06-11,BS,0-,16.44,10.03
2023-06-11,BL,A+,18.51,15.76
2023-06-11,BL,A-,26.88,19.62
2023-06-11,BL,B+,12.11,7.95
2023-06-11,BL,B-,22.16,13.6
2023-06-11,BL,AB+,7.66,19.37
2023-06-11,BL,AB-,11.52,8.81
2023-06-11,BL,0+,29.73,18.76
2023-06-11,BL,0-,24.09,18.72
2023-06-11,SH,A+,5.25,5.0
2023-06-11,SH,A-,12.74,7.03
2023-06-11,SH,B+,4.24,3.4
2023-06-11,SH,B-,12.33,6.28
2023-06-11,SH,AB+,6.96,6.54
2023-06-11,SH,AB-,5.41,3.86
2023-06-11,SH,0+,1.54,3.21
2023-06-11,SH,0-,10.62,6.27
2023-06-11,AR,A+,5.4,3.7
2023-06-11,AR,A-,8.84,7.06
2023-06-11,AR,B+,4.28,2.67
2023-06-11,AR,B-,8.04,4.36
2023-06-11,AR,AB+,7.48,5.72
2023-06-11,AR,AB-,7.86,5.49
2023-06-11,AR,0+,2.26,4.08
2023-06-11,AR,0-,8.89,4.86
2023-06-11,AI,A+,1.33,2.6
2023-06-11,AI,A-,2.13,1.11
2023-06-11,AI,B+,2.27,1.42
2023-06-11,AI,B-,2.55,2.19
2023-06-11,AI,AB+,1.24,1.04
2023-06-11,AI,AB-,2.79,1.46
2023-06-11,AI,0+,4.18,2.69
2023-06-11,AI,0-,3.46,2.71
2023-06-11,SG,A+,14.64,10.2
2023-06-11,SG,A-,12.85,9.72
2023-06-11,SG,B+,33.73,26.98
2023-06-11,SG,B-,5.62,17.29
2023-06-11,SG,AB+,30.98,26.73
2023-06-11,SG,AB-,40.99,22.53
2023-06-11,SG,0+,15.02,9.47
2023-06-11,SG,0-,26.62,14.48
2023-06-11,GR,A+,26.05,16.64
2023-06-11,GR,A-,7.8,18.69
2023-06-11,GR,B+,11.2,8.11
2023-06-11,GR,B-,32.79,18.46
2023-06-11,GR,AB+,31.75,16.28
2023-06-11,GR,AB-,9.58,8.75
2023-06-11,GR,0+,36.39,19.5
2023-06-11,GR,0-,16.56,10.64
2023-06-11,AG,A+,21.6,14.63
2023-06-11,AG,A-,28.33,19.29
2023-06-11,AG,B+,12.31,9.6
2023-06-11,AG,B-,19.45,19.62
2023-06-11,AG,AB+,6.52,16.58
2023-06-11,AG,AB-,21.54,11.59
2023-06-11,AG,0+,22.82,11.98
2023-06-11,AG,0-,9.32,19.84
2023-06-11,TG,A+,20.03,13.46
2023-06-11,TG,A-,15.23,8.2
2023-06-11,TG,B+,18.8,10.55
2023-06-11,TG,B-,20.78,11.17
2023-06-11,TG,AB+,11.22,8.47
2023-06-11,TG,AB-,15.17,8.49
2023-06-11,TG,0+,8.46,6.24
2023-06-11,TG,0-,20.09,13.16
2023-06-11,TI,A+,11.5,7.59
2023-06-11,TI,A-,25.32,12.88
2023-06-11,TI,B+,25.6,13.51
2023-06-11,TI,B-,11.44,7.25
2023-06-11,TI,AB+,16.37,8.97
2023-06-11,TI,AB-,17.61,9.93
2023-06-11,TI,0+,19.21,16.62
2023-06-11,TI,0-,8.74,6.73
2023-06-11,VD,A+,28.97,18.66
2023-06-11,VD,A-,58.99,29.99
2023-06-11,VD,B+,6.9,27.28
2023-06-11,VD,B-,14.51,35.98
2023-06-11,VD,AB+,52.85,26.55
2023-06-11,VD,AB-,45.16,25.68
2023-06-11,VD,0+,51.85,34.65
2023-06-11,VD,0-,24.49,15.09
2023-06-11,VS,A+,21.17,16.74
2023-06-11,VS,A-,15.85,10.26
2023-06-11,VS,B+,29.34,21.33
2023-06-11,VS,B-,19.18,15.71
2023-06-11,VS,AB+,22.27,12.15
2023-06-11,VS,AB-,17.95,13.33
2023-06-11,VS,0+,24.99,15.56
2023-06-11,VS,0-,34.51,19.78
2023-06-11,NE,A+,6.52,3.79
2023-06-11,NE,A-,7.98,6.02
2023-06-11,NE,B+,4.42,3.34
2023-06-11,NE,B-,11.13,6.29
2023-06-11,NE,AB+,2.92,4.96
2023-06-11,NE,AB-,7.78,5.44
2023-06-11,NE,0+,1.97,5.61
2023-06-11,NE,0-,9.34,5.9
2023-06-11,GE,A+,22.41,11.82
2023-06-11,GE,A-,5.23,14.76
2023-06-11,GE,B+,2.91,10.31
2023-06-11,GE,B-,15.95,11.05
2023-06-11,GE,AB+,16.29,10.97
2023-06-11,GE,AB-,7.02,20.86
2023-06-11,GE,0+,8.47,23.7
2023-06-11,GE,0-,21.16,16.41
2023-06-11,JU,A+,7.73,5.07
2023-06-11,JU,A-,4.5,2.66
2023-06-11,JU,B+,9.21,4.85
2023-06-11,JU,B-,5.16,4.53
2023-06-11,JU,AB+,8.35,4.93
2023-06-11,JU,AB-,1.9,5.19
2023-06-11,JU,0+,3.79,3.3
2023-06-11,JU,0-,2.03,2.97
2023-06-18,ZH,A+,52.53,40.26
2023-06-18,ZH,A-,36.43,28.45
2023-06-18,ZH,B+,40.17,25.63
2023-06-18,ZH,B-,27.32,26.63
2023-06-18,ZH,AB+,52.16,42.21
2023-06-18,ZH,AB-,45.64,29.71
2023-06-18,ZH,0+,56.16,28.12
2023-06-18,ZH,0-,54.9,40.69
2023-06-18,BE,A+,24.53,15.0
2023-06-18,BE,A-,18.11,14.09
2023-06-18,BE,B+,24.27,17.65
2023-06-18,BE,B-,19.31,11.7
2023-06-18,BE,AB+,31.76,25.35
2023-06-18,BE,AB-,8.45,23.81
2023-06-18,BE,0+,32.69,16.39
2023-06-18,BE,0-,15.08,14.48
2023-06-18,LU,A+,11.38,8.27
2023-06-18,LU,A-,15.96,11.78
2023-06-18,LU,B+,18.13,9.66
2023-06-18,LU,B-,13.12,10.71
2023-06-18,LU,AB+,42.63,23.52
2023-06-18,LU,AB-,24.9,16.71
2023-06-18,LU,0+,22.48,11.5
2023-06-18,LU,0-,31.99,21.59
2023-06-18,UR,A+,7.4,4.07
2023-06-18,UR,A-,9.02,6.74
2023-06-18,UR,B+,2.33,6.12
2023-06-18,UR,B-,1.32,3.56
2023-06-18,UR,AB+,6.93,4.7
2023-06-18,UR,AB-,12.68,7.85
2023-06-18,UR,0+,7.57,5.45
2023-06-18,UR,0-,1.43,5.49
2023-06-18,SZ,A+,8.68,8.43
2023-06-18,SZ,A-,13.96,10.79
2023-06-18,SZ,B+,8.99,5.78
2023-06-18,SZ,B-,10.93,5.66
2023-06-18,SZ,AB+,9.0,6.01
2023-06-18,SZ,AB-,24.03,13.23
2023-06-18,SZ,0+,13.33,6.81
2023-06-18,SZ,0-,2.76,9.26
2023-06-18,OW,A+,3.95,2.25
2023-06-18,OW,A-,5.26,3.56
2023-06-18,OW,B+,7.52,4.17
2023-06-18,OW,B-,2.27,2.02
2023-06-18,OW,AB+,5.14,4.09
2023-06-18,OW,AB-,1.91,1.86
2023-06-18,OW,0+,3.82,2.48
2023-06-18,OW,0-,1.73,1.78
2023-06-18,NW,A+,7.4,4.57
2023-06-18,NW,A-,6.48,5.21
2023-06-18,NW,B+,1.45,3.05
2023-06-18,NW,B-,1.29,4.24
2023-06-18,NW,AB+,4.09,3.49
2023-06-18,NW,AB-,2.89,2.29
2023-06-18,NW,0+,5.59,4.66
2023-06-18,NW,0-,1.64,5.45
2023-06-18,GL,A+,7.81,5.36
2023-06-18,GL,A-,7.95,4.07
2023-06-18,GL,B+,8.33,4.76
2023-06-18,GL,B-,5.15,3.61
2023-06-18,GL,AB+,3.05,2.63
2023-06-18,GL,AB-,6.02,3.59
2023-06-18,GL,0+,5.02,3.59
2023-06-18,GL,0-,8.97,5.13
2023-06-18,ZG,A+,7.14,5.68
2023-06-18,ZG,A-,5.32,4.93
2023-06-18,ZG,B+,9.69,6.3
2023-06-18,ZG,B-,5.66,5.75
2023-06-18,ZG,AB+,12.65,8.65
2023-06-18,ZG,AB-,5.59,3.33
2023-06-18,ZG,0+,16.54,8.38
2023-06-18,ZG,0-,10.17,7.84
2023-06-18,FR,A+,21.11,11.88
2023-06-18,FR,A-,12.77,8.69
2023-06-18,FR,B+,8.93,5.79
2023-06-18,FR,B-,10.85,7.52
2023-06-18,FR,AB+,3.84,11.81
2023-06-18,FR,AB-,10.2,8.89
2023-06-18,FR,0+,17.77,9.75
2023-06-18,FR,0-,12.89,6.53
2023-06-18,SO,A+,7.46,6.29
2023-06-18,SO,A-,22.03,15.31
2023-06-18,SO,B+,10.49,8.69
2023-06-18,SO,B-,17.03,10.49
2023-06-18,SO,AB+,4.22,16.05
2023-06-18,SO,AB-,10.71,8.47
2023-06-18,SO,0+,13.98,9.75
2023-06-18,SO,0-,31.08,16.49
2023-06-18,BS,A+,5.18,5.17
2023-06-18,BS,A-,16.19,9.05
2023-06-18,BS,B+,13.23,10.08
2023-06-18,BS,B-,14.35,11.31
2023-06-18,BS,AB+,16.05,8.62
2023-06-18,BS,AB-,8.16,8.33
2023-06-18,BS,0+,27.86,14.4
2023-06-18,BS,0-,27.31,14.52
2023-06-18,BL,A+,27.19,19.6
2023-06-18,BL,A-,33.29,17.55
2023-06-18,BL,B+,6.26,18.11
2023-06-18,BL,B-,37.59,20.4
2023-06-18,BL,AB+,16.9,12.91
2023-06-18,BL,AB-,23.11,14.5
2023-06-18,BL,0+,12.85,10.63
2023-06-18,BL,0-,27.21,20.11
2023-06-18,SH,A+,10.91,7.63
2023-06-18,SH,A-,8.06,6.48
2023-06-18,SH,B+,7.92,6.62
2023-06-18,SH,B-,1.53,4.87
2023-06-18,SH,AB+,16.95,8.57
2023-06-18,SH,AB-,13.21,8.77
2023-06-18,SH,0+,5.52,3.55
2023-06-18,SH,0-,6.98,5.59
2023-06-18,AR,A+,5.34,3.59
2023-06-18,AR,A-,4.31,2.68
2023-06-18,AR,B+,4.4,2.8
2023-06-18,AR,B-,2.06,5.98
2023-06-18,AR,AB+,4.12,3.23
2023-06-18,AR,AB-,5.38,4.45
2023-06-18,AR,0+,10.07,7.43
2023-06-18,AR,0-,10.91,5.81
2023-06-18,AI,A+,0.78,2.29
2023-06-18,AI,A-,4.25,2.16
2023-06-18,AI,B+,2.23,1.69
2023-06-18,AI,B-,0.29,1.09
2023-06-18,AI,AB+,1.04,2.53
2023-06-18,AI,AB-,3.33,2.93
2023-06-18,AI,0+,2.68,1.8
2023-06-18,AI,0-,2.12,1.63
2023-06-18,SG,A+,34.35,18.41
2023-06-18,SG,A-,12.47,10.26
2023-06-18,SG,B+,26.34,19.15
2023-06-18,SG,B-,21.91,14.06
2023-06-18,SG,AB+,20.05,14.11
2023-06-18,SG,AB-,24.82,20.59
2023-06-18,SG,0+,37.54,25.05
2023-06-18,SG,0-,29.37,17.07
2023-06-18,GR,A+,12.37,10.11
2023-06-18,GR,A-,5.01,14.47
2023-06-18,GR,B+,24.01,17.82
2023-06-18,GR,B-,26.11,19.09
2023-06-18,GR,AB+,18.66,10.02
2023-06-18,GR,AB-,27.18,18.38
2023-06-18,GR,0+,24.8,18.8
2023-06-18,GR,0-,22.66,18.61
2023-06-18,AG,A+,36.39,23.14
2023-06-18,AG,A-,16.28,13.99
2023-06-18,AG,B+,34.17,21.15
2023-06-18,AG,B-,7.38,23.98
2023-06-18,AG,AB+,2.55,8.06
2023-06-18,AG,AB-,15.83,13.47
2023-06-18,AG,0+,9.81,10.07
2023-06-18,AG,0-,23.11,15.39
2023-06-18,TG,A+,6.63,4.92
2023-06-18,TG,A-,9.7,7.6
2023-06-18,TG,B+,11.4,8.07
2023-06-18,TG,B-,8.29,7.44
2023-06-18,TG,AB+,13.84,10.73
2023-06-18,TG,AB-,19.43,10.76
2023-06-18,TG,0+,11.08,9.65
2023-06-18,TG,0-,2.14,5.83
2023-06-18,TI,A+,10.57,9.67
2023-06-18,TI,A-,16.75,11.87
2023-06-18,TI,B+,23.21,15.78
2023-06-18,TI,B-,13.47,8.03
2023-06-18,TI,AB+,23.32,14.02
2023-06-18,TI,AB-,16.13,8.92
2023-06-18,TI,0+,28.4,15.29
2023-06-18,TI,0-,22.2,16.23
2023-06-18,VD,A+,13.31,34.62
2023-06-18,VD,A-,30.41,26.76
2023-06-18,VD,B+,32.54,26.9
2023-06-18,VD,B-,9.46,27.5
2023-06-18,VD,AB+,68.03,34.32
2023-06-18,VD,AB-,40.61,26.11
2023-06-18,VD,0+,52.06,35.8
2023-06-18,VD,0-,31.37,21.82
